LANGUAGE,TARGET CATEGORY,TARGET WORD,REFERENCE PART OF SPEECH,REFERENCE ASSOCIATION/GRAMMATICAL GENDER,REFERENCE TRANSLATION,REFERENCE WORD,COSINE SIMILARITY,SUB-LIST
es,determiners,el,noun,masculine,toilet,baño,0.13248127267923682,
es,determiners,el,noun,masculine,underpants,calzoncillos,-0.004674743728757462,
es,determiners,el,noun,masculine,pants,pantalones,0.016792711771167326,
es,determiners,el,noun,masculine,lip,labio,0.197645231305349,
es,determiners,el,noun,masculine,sun,sol,0.17791528419313288,
es,determiners,el,noun,masculine,diaper,pañal,0.1251148498116356,
es,determiners,el,noun,masculine,bumblebee,abejorro,0.11978640370273365,
es,determiners,el,noun,masculine,spaghetti,espaguetis,0.05099576026721593,
es,determiners,el,noun,masculine,toothbrush,cepillo de dientes,-0.028251206941017865,
es,determiners,el,noun,masculine,pea,arveja,0.031584064558597275,
es,determiners,el,noun,masculine,wall,muro,0.1184442409277956,
es,determiners,el,noun,masculine,clock,reloj,0.12305811335220757,
es,determiners,el,noun,masculine,dresser,vestidor,0.08137390767577858,
es,determiners,el,noun,masculine,tomato,tomate,0.16379980452283877,
es,determiners,el,noun,masculine,noodle,fideos,0.014296576901552012,
es,determiners,el,noun,masculine,candy,dulce,0.020620876729010792,
es,determiners,el,noun,masculine,bench,banquillo,0.18153478683059324,
es,determiners,el,noun,masculine,drum,tambor,0.13057918425718884,
es,determiners,el,noun,masculine,shoulder,hombro,0.14633046140469497,
es,determiners,el,noun,masculine,bowl,bol,0.13066070820848677,
es,determiners,el,noun,masculine,fist,puño,0.13643461038558982,
es,determiners,el,noun,masculine,button,botón,0.17082057705198694,
es,determiners,el,noun,masculine,couch,sofá,0.16538446267666762,
es,determiners,el,noun,masculine,mattress,colchón,0.13164756955187107,
es,determiners,el,noun,masculine,seesaw,balancín,0.09079074234921335,
es,determiners,el,noun,masculine,necklace,collar,0.08533727353482756,
es,determiners,el,noun,masculine,melon,melón,0.12278379871243164,
es,determiners,el,noun,masculine,plane,avión,0.15989640175384714,
es,determiners,el,noun,masculine,chest,pecho,0.1423846809446382,
es,determiners,el,noun,masculine,ceiling,techo,0.14717833652682724,
es,determiners,el,noun,masculine,barn,granero,0.1260278339050424,
es,determiners,el,noun,masculine,peanut,maní,0.06166685841150717,
es,determiners,el,noun,feminine,spoon,cuchara,-0.008182685142453312,
es,determiners,el,noun,feminine,ball,pelota,0.033647881796101155,
es,determiners,el,noun,feminine,rock,roca,-0.0006005889658020009,
es,determiners,el,noun,feminine,rain,lluvia,-0.009702959164622072,
es,determiners,el,noun,feminine,tail,cola,-0.01894656811573629,
es,determiners,el,noun,feminine,butterfly,mariposa,-0.027957769204700215,
es,determiners,el,noun,feminine,pie,tarta,0.012155285469218197,
es,determiners,el,noun,feminine,fish,pez,0.10772289850119014,
es,determiners,el,noun,feminine,boot,bota,0.038497332673655134,
es,determiners,el,noun,feminine,cupcake,magdalena,-0.04860526038099611,
es,determiners,el,noun,feminine,apple,manzana,-0.002987164729736613,
es,determiners,el,noun,feminine,fingernail,uña,0.025438841846681937,
es,determiners,el,noun,feminine,frog,rana,-0.04297163150464757,
es,determiners,el,noun,feminine,lettuce,lechuga,-0.008811592558758347,
es,determiners,el,noun,feminine,dirt,suciedad,0.005165445927705642,
es,determiners,el,noun,feminine,sidewalk,acera,0.024964736410719564,
es,determiners,el,noun,feminine,washcloth,toallita,0.03637576143796847,
es,determiners,el,noun,feminine,head,cabeza,0.027031998501006852,
es,determiners,el,noun,feminine,sand,arena,-0.008741654981339551,
es,determiners,el,noun,feminine,mouth,boca,0.05538160111010298,
es,determiners,el,noun,feminine,box,caja,-0.014628644756539124,
es,determiners,el,noun,feminine,sandbox,salvadera,-0.07515302210993374,
es,determiners,el,noun,feminine,snow,nieve,0.0031684766596083522,
es,determiners,el,noun,feminine,table,mesa,0.004671482480479733,
es,determiners,el,noun,feminine,butt,culata,-0.014017952968163517,
es,determiners,el,noun,feminine,boots,botas,0.02662855413725209,
es,determiners,el,noun,feminine,pancake,tortita,0.001855533817344853,
es,determiners,el,noun,feminine,pajama,pijama,0.0753979653102094,
es,determiners,el,noun,feminine,belly,barriga,0.0704925484485025,
es,determiners,el,noun,feminine,toast,tostada,0.013210851208174586,
es,determiners,el,noun,feminine,sponge,esponja,-0.058606981445828765,
es,determiners,el,noun,feminine,beard,barba,-0.02389274930774302,
es,determiners,el,noun,feminine,snowball,bola de nieve,-0.11571510336632342,
es,determiners,el,noun,feminine,cage,jaula,-0.010009552183238289,
es,determiners,el,noun,feminine,biscuit,galleta,0.004731063386569822,
es,determiners,el,noun,feminine,tummy,barriguita,0.08523051374358734,
es,determiners,el,noun,feminine,ladybug,mariquita,-0.04314033780604381,
es,determiners,el,noun,feminine,pumpkin,calabaza,0.05668948903757055,
es,determiners,el,noun,feminine,mustard,mostaza,0.011347996520034032,
es,determiners,el,noun,feminine,star,estrella,0.009969618211684845,
es,determiners,el,noun,feminine,pineapple,piña,-0.023693662749878712,
es,determiners,el,noun,feminine,stripe,raya,0.045268713310783096,
es,determiners,el,noun,feminine,chair,silla,0.019108332045438284,
es,determiners,el,noun,feminine,movie,película,-0.019937161768827816,
es,determiners,el,noun,feminine,burger,hamburguesa,0.004965703369160419,
es,determiners,la,noun,masculine,sock,calcetín,0.021874628453979354,
es,determiners,la,noun,masculine,bean,frijol,0.004156612040013305,
es,determiners,la,noun,masculine,soap,jabón,-0.021065838716100255,
es,determiners,la,noun,masculine,toilet,baño,0.029666170167084303,
es,determiners,la,noun,masculine,underpants,calzoncillos,-0.03435089116305099,
es,determiners,la,noun,masculine,pants,pantalones,0.015186170416877337,
es,determiners,la,noun,masculine,lip,labio,0.09817564336738328,
es,determiners,la,noun,masculine,sun,sol,0.042282104461658414,
es,determiners,la,noun,masculine,diaper,pañal,0.004113411147416258,
es,determiners,la,noun,masculine,bumblebee,abejorro,-0.026612014707263494,
es,determiners,la,noun,masculine,spaghetti,espaguetis,0.0329536120902602,
es,determiners,la,noun,masculine,toothbrush,cepillo de dientes,-0.06413789326243184,
es,determiners,la,noun,masculine,pea,arveja,0.14968931594544202,
es,determiners,la,noun,masculine,wall,muro,0.00761670966133724,
es,determiners,la,noun,masculine,clock,reloj,0.022852284407115942,
es,determiners,la,noun,masculine,dresser,vestidor,-0.013863455501746022,
es,determiners,la,noun,masculine,tomato,tomate,0.0384036206242456,
es,determiners,la,noun,masculine,noodle,fideos,0.028602445659407585,
es,determiners,la,noun,masculine,candy,dulce,0.019769712893636732,
es,determiners,la,noun,masculine,bench,banquillo,0.06736754129378418,
es,determiners,la,noun,masculine,drum,tambor,0.013876244683723138,
es,determiners,la,noun,masculine,shoulder,hombro,0.053386018033121235,
es,determiners,la,noun,masculine,bowl,bol,0.02393469446233177,
es,determiners,la,noun,masculine,fist,puño,0.04686334917682028,
es,determiners,la,noun,masculine,button,botón,-0.00316236568775499,
es,determiners,la,noun,masculine,couch,sofá,0.04944031960365891,
es,determiners,la,noun,masculine,mattress,colchón,0.005970738285793879,
es,determiners,la,noun,masculine,seesaw,balancín,-0.01669319476608666,
es,determiners,la,noun,masculine,necklace,collar,-0.04748144500675197,
es,determiners,la,noun,masculine,melon,melón,0.017697818539234907,
es,determiners,la,noun,masculine,plane,avión,0.027148879016187632,
es,determiners,la,noun,masculine,chest,pecho,0.06963144561449645,
es,determiners,la,noun,masculine,ceiling,techo,0.00997406855322942,
es,determiners,la,noun,masculine,barn,granero,-0.0037490009163680914,
es,determiners,la,noun,masculine,peanut,maní,0.03737099950427828,
es,determiners,la,noun,feminine,spoon,cuchara,0.11071904719549078,
es,determiners,la,noun,feminine,ball,pelota,0.15040881501038797,
es,determiners,la,noun,feminine,rock,roca,0.16447712251910204,
es,determiners,la,noun,feminine,rain,lluvia,0.10481270560848076,
es,determiners,la,noun,feminine,tail,cola,0.15194577054769992,
es,determiners,la,noun,feminine,butterfly,mariposa,0.06751418606418928,
es,determiners,la,noun,feminine,pie,tarta,0.17072457564241006,
es,determiners,la,noun,feminine,fish,pez,0.019068143123114605,
es,determiners,la,noun,feminine,boot,bota,0.16416463680090615,
es,determiners,la,noun,feminine,cupcake,magdalena,0.08071422903087437,
es,determiners,la,noun,feminine,apple,manzana,0.18032008558756704,
es,determiners,la,noun,feminine,fingernail,uña,0.17213399449871702,
es,determiners,la,noun,feminine,frog,rana,0.11103193875389399,
es,determiners,la,noun,feminine,lettuce,lechuga,0.12447483492109547,
es,determiners,la,noun,feminine,dirt,suciedad,0.17592790429915572,
es,determiners,la,noun,feminine,sidewalk,acera,0.20860855064348646,
es,determiners,la,noun,feminine,washcloth,toallita,0.17340602092233995,
es,determiners,la,noun,feminine,head,cabeza,0.18559893306599426,
es,determiners,la,noun,feminine,sand,arena,0.12847124235569812,
es,determiners,la,noun,feminine,mouth,boca,0.17158900551268133,
es,determiners,la,noun,feminine,box,caja,0.15879095924926226,
es,determiners,la,noun,feminine,sandbox,salvadera,0.05944458960098461,
es,determiners,la,noun,feminine,snow,nieve,0.11343147626340756,
es,determiners,la,noun,feminine,table,mesa,0.2009676730170165,
es,determiners,la,noun,feminine,butt,culata,0.11902984766432295,
es,determiners,la,noun,feminine,boots,botas,0.01545087508207338,
es,determiners,la,noun,feminine,pancake,tortita,0.12632772814975882,
es,determiners,la,noun,feminine,pajama,pijama,0.006950306122650141,
es,determiners,la,noun,feminine,belly,barriga,0.17610005048888575,
es,determiners,la,noun,feminine,toast,tostada,0.1337724528033008,
es,determiners,la,noun,feminine,sponge,esponja,0.08352021080038959,
es,determiners,la,noun,feminine,beard,barba,0.07402419845149766,
es,determiners,la,noun,feminine,snowball,bola de nieve,-0.07312545151431497,
es,determiners,la,noun,feminine,cage,jaula,0.1274712798699992,
es,determiners,la,noun,feminine,biscuit,galleta,0.17731111588170154,
es,determiners,la,noun,feminine,tummy,barriguita,0.1968717980190211,
es,determiners,la,noun,feminine,ladybug,mariquita,0.04027031147017581,
es,determiners,la,noun,feminine,pumpkin,calabaza,0.15303889924439654,
es,determiners,la,noun,feminine,mustard,mostaza,0.10699326786216802,
es,determiners,la,noun,feminine,star,estrella,0.15496930709057458,
es,determiners,la,noun,feminine,pineapple,piña,0.12111503411666917,
es,determiners,la,noun,feminine,stripe,raya,0.15076364575285972,
es,determiners,la,noun,feminine,chair,silla,0.17158537288694667,
es,determiners,la,noun,feminine,movie,película,0.17159227926612122,
es,determiners,la,noun,feminine,burger,hamburguesa,0.16623127304076948,
de,genders,Mann,noun,masculine,spoon,Löffel,0.3101835054938629,
de,genders,Mann,noun,masculine,ball,Ball,0.2952067998184815,
de,genders,Mann,noun,masculine,rock,Felsen,0.2725254138862327,
de,genders,Mann,noun,masculine,rain,Regen,0.27481407742070496,
de,genders,Mann,noun,masculine,tail,Schwanz,0.37145294856886263,
de,genders,Mann,noun,masculine,butterfly,Schmetterling,0.34302749806881633,
de,genders,Mann,noun,masculine,pie,Kuchen,0.33851788547469913,
de,genders,Mann,noun,masculine,fish,Fisch,0.3312100357490597,
de,genders,Mann,noun,masculine,apple,Apfel,0.3760223920323474,
de,genders,Mann,noun,masculine,fingernail,Fingernagel,0.31200702671059816,
de,genders,Mann,noun,masculine,frog,Frosch,0.3904695872159411,
de,genders,Mann,noun,masculine,lettuce,Kopfsalat,0.27803445865438864,
de,genders,Mann,noun,masculine,dirt,Schmutz,0.1971752374274799,
de,genders,Mann,noun,masculine,sidewalk,Bürgersteig,0.3511617827761463,
de,genders,Mann,noun,masculine,washcloth,Waschlappen,0.3655759084957524,
de,genders,Mann,noun,masculine,stove,Herd,0.3543128337643766,
de,genders,Mann,noun,masculine,head,Kopf,0.37415925246460147,
de,genders,Mann,noun,masculine,sand,Sand,0.2343949727074152,
de,genders,Mann,noun,masculine,mouth,Mund,0.3056352727489028,
de,genders,Mann,noun,masculine,box,Kasten,0.31604445796594577,
de,genders,Mann,noun,masculine,policeman,Polizist,0.5838175080003587,
de,genders,Mann,noun,masculine,sandbox,Sandkasten,0.2696853947294578,
de,genders,Mann,noun,masculine,snow,Schnee,0.2884844674247258,
de,genders,Mann,noun,masculine,table,Tisch,0.322914381673414,
de,genders,Mann,noun,masculine,butt,Hintern,0.37738589841113057,
de,genders,Mann,noun,masculine,boots,Stiefel,0.3610644334184621,
de,genders,Mann,noun,masculine,pancake,Pfannkuchen,0.2717801694869076,
de,genders,Mann,noun,masculine,pajama,Schlafanzug,0.33783174630182505,
de,genders,Mann,noun,masculine,sponge,Schwamm,0.2523748847268178,
de,genders,Mann,noun,masculine,beard,Bart,0.41655031263406256,
de,genders,Mann,noun,masculine,snowball,Schneeball,0.25220992947373067,
de,genders,Mann,noun,masculine,cage,Käfig,0.29818488029818624,
de,genders,Mann,noun,masculine,biscuit,Keks,0.27156798479302874,
de,genders,Mann,noun,masculine,tummy,Bauch,0.3813608352872305,
de,genders,Mann,noun,masculine,ladybug,Marienkäfer,0.2670970325826863,
de,genders,Mann,noun,masculine,pumpkin,Kürbis,0.30364979047720303,
de,genders,Mann,noun,masculine,mustard,Senf,0.20691054087691785,
de,genders,Mann,noun,masculine,star,Stern,0.35716601761807515,
de,genders,Mann,noun,masculine,pinecone,Tannenzapfen,0.21347702706981603,
de,genders,Mann,noun,masculine,chair,Stuhl,0.36936474901216415,
de,genders,Mann,noun,masculine,movie,Film,0.358258967927915,
de,genders,Mann,noun,masculine,burger,Burger,0.3233907238061728,
de,genders,Mann,noun,feminine,bean,Bohne,0.24794960359982918,
de,genders,Mann,noun,feminine,soap,Seife,0.21525194321497396,
de,genders,Mann,noun,feminine,toilet,Toilette,0.31063854759543497,
de,genders,Mann,noun,feminine,underpants,Unterhose,0.36076429845777946,
de,genders,Mann,noun,feminine,pants,Hose,0.33121365335816355,
de,genders,Mann,noun,feminine,lip,Lippe,0.2313800763398314,
de,genders,Mann,noun,feminine,sun,Sonne,0.2828924270920863,
de,genders,Mann,noun,feminine,diaper,Windel,0.24835750870954879,
de,genders,Mann,noun,feminine,bumblebee,Hummel,0.3478832198751752,
de,genders,Mann,noun,feminine,toothbrush,Zahnbürste,0.2743968161292664,
de,genders,Mann,noun,feminine,pea,Erbse,0.17171953043369176,
de,genders,Mann,noun,feminine,wall,Wand,0.23364303038494572,
de,genders,Mann,noun,feminine,clock,Uhr,0.2619941063325629,
de,genders,Mann,noun,feminine,dresser,Kommode,0.2393489935362781,
de,genders,Mann,noun,feminine,tomato,Tomate,0.2431795185958224,
de,genders,Mann,noun,feminine,lemon,Zitrone,0.23585254356597649,
de,genders,Mann,noun,feminine,noodle,Nudel,0.31011447033469425,
de,genders,Mann,noun,feminine,candy,Süßigkeit,0.21417635937544927,
de,genders,Mann,noun,feminine,bench,Bank,0.2634394909252141,
de,genders,Mann,noun,feminine,drum,Trommel,0.2105072691254486,
de,genders,Mann,noun,feminine,shoulder,Schulter,0.24048468191635863,
de,genders,Mann,noun,feminine,bowl,Schüssel,0.23836550799740122,
de,genders,Mann,noun,feminine,fist,Faust,0.29656604755248567,
de,genders,Mann,noun,feminine,button,Taste,0.111618540589214,
de,genders,Mann,noun,feminine,mattress,Matratze,0.24013281975397757,
de,genders,Mann,noun,feminine,seesaw,Wippe,0.12801006380252553,
de,genders,Mann,noun,feminine,necklace,Kette,0.21319507373046376,
de,genders,Mann,noun,feminine,melon,Melone,0.3046682491946886,
de,genders,Mann,noun,feminine,plane,Ebene,0.22011102688771886,
de,genders,Mann,noun,feminine,chest,Brust,0.32208839035128556,
de,genders,Mann,noun,feminine,ceiling,Decke,0.22401821094245253,
de,genders,Mann,noun,feminine,barn,Scheune,0.2695509655284988,
de,genders,Mann,noun,feminine,peanut,Erdnuss,0.1965770664473191,
de,genders,Mann,noun,feminine,potato,Kartoffel,0.2716479149551953,
de,genders,Frau,noun,masculine,spoon,Löffel,0.17882101392996871,
de,genders,Frau,noun,masculine,ball,Ball,0.1565671876550566,
de,genders,Frau,noun,masculine,rock,Felsen,0.13414357834622556,
de,genders,Frau,noun,masculine,rain,Regen,0.14470032989219578,
de,genders,Frau,noun,masculine,tail,Schwanz,0.2231588776491485,
de,genders,Frau,noun,masculine,butterfly,Schmetterling,0.231191876059217,
de,genders,Frau,noun,masculine,pie,Kuchen,0.20850976803642368,
de,genders,Frau,noun,masculine,fish,Fisch,0.21869226450958149,
de,genders,Frau,noun,masculine,apple,Apfel,0.25863998170075597,
de,genders,Frau,noun,masculine,fingernail,Fingernagel,0.20001695957873847,
de,genders,Frau,noun,masculine,frog,Frosch,0.26462495463289554,
de,genders,Frau,noun,masculine,lettuce,Kopfsalat,0.16443340683336655,
de,genders,Frau,noun,masculine,dirt,Schmutz,0.13652062855605449,
de,genders,Frau,noun,masculine,sidewalk,Bürgersteig,0.19700412305817785,
de,genders,Frau,noun,masculine,washcloth,Waschlappen,0.2416375559227101,
de,genders,Frau,noun,masculine,stove,Herd,0.23220671704792673,
de,genders,Frau,noun,masculine,head,Kopf,0.20534935363727128,
de,genders,Frau,noun,masculine,sand,Sand,0.10902277418200497,
de,genders,Frau,noun,masculine,mouth,Mund,0.18902780403728137,
de,genders,Frau,noun,masculine,box,Kasten,0.18314782421167655,
de,genders,Frau,noun,masculine,policeman,Polizist,0.40061728294856264,
de,genders,Frau,noun,masculine,sandbox,Sandkasten,0.12440359823943208,
de,genders,Frau,noun,masculine,snow,Schnee,0.11626725703493203,
de,genders,Frau,noun,masculine,table,Tisch,0.17410965730115946,
de,genders,Frau,noun,masculine,butt,Hintern,0.2610681209370223,
de,genders,Frau,noun,masculine,boots,Stiefel,0.2804093788742229,
de,genders,Frau,noun,masculine,pancake,Pfannkuchen,0.18988361496885742,
de,genders,Frau,noun,masculine,pajama,Schlafanzug,0.21814353531416816,
de,genders,Frau,noun,masculine,sponge,Schwamm,0.14732003288401704,
de,genders,Frau,noun,masculine,beard,Bart,0.28951795413469034,
de,genders,Frau,noun,masculine,snowball,Schneeball,0.12540583113943368,
